"id","country","eval_parl_num","eval_parl_cat","wave"
"ABIII_English_155","Algeria",1,"not_free","ABIII"
"ABIII_English_156","Algeria",5,"do_not_know","ABIII"
"ABIII_English_157","Algeria",1,"not_free","ABIII"
"ABIII_English_158","Algeria",5,"do_not_know","ABIII"
"ABIII_English_159","Algeria",5,"do_not_know","ABIII"
"ABIII_English_160","Algeria",5,"do_not_know","ABIII"
"ABIII_English_161","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_162","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_163","Algeria",5,"do_not_know","ABIII"
"ABIII_English_164","Algeria",5,"do_not_know","ABIII"
"ABIII_English_165","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_166","Algeria",5,"do_not_know","ABIII"
"ABIII_English_167","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_168","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_169","Algeria",1,"not_free","ABIII"
"ABIII_English_170","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_171","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_172","Algeria",5,"do_not_know","ABIII"
"ABIII_English_173","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_174","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_175","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_176","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_177","Algeria",1,"not_free","ABIII"
"ABIII_English_178","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_179","Algeria",1,"not_free","ABIII"
"ABIII_English_180","Algeria",5,"do_not_know","ABIII"
"ABIII_English_181","Algeria",1,"not_free","ABIII"
"ABIII_English_182","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_183","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_184","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_185","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_186","Algeria",5,"do_not_know","ABIII"
"ABIII_English_187","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_188","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_189","Algeria",1,"not_free","ABIII"
"ABIII_English_190","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_191","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_192","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_193","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_194","Algeria",5,"do_not_know","ABIII"
"ABIII_English_195","Algeria",1,"not_free","ABIII"
"ABIII_English_196","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_197","Algeria",5,"do_not_know","ABIII"
"ABIII_English_198","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_199","Algeria",5,"do_not_know","ABIII"
"ABIII_English_200","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_201","Algeria",5,"do_not_know","ABIII"
"ABIII_English_202","Algeria",5,"do_not_know","ABIII"
"ABIII_English_203","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_204","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_205","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_206","Algeria",5,"do_not_know","ABIII"
"ABIII_English_207","Algeria",5,"do_not_know","ABIII"
"ABIII_English_208","Algeria",1,"not_free","ABIII"
"ABIII_English_209","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_210","Algeria",5,"do_not_know","ABIII"
"ABIII_English_211","Algeria",6,"declined","ABIII"
"ABIII_English_212","Algeria",1,"not_free","ABIII"
"ABIII_English_213","Algeria",5,"do_not_know","ABIII"
"ABIII_English_214","Algeria",5,"do_not_know","ABIII"
"ABIII_English_215","Algeria",1,"not_free","ABIII"
"ABIII_English_216","Algeria",5,"do_not_know","ABIII"
"ABIII_English_217","Algeria",1,"not_free","ABIII"
"ABIII_English_218","Algeria",5,"do_not_know","ABIII"
"ABIII_English_219","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_220","Algeria",5,"do_not_know","ABIII"
"ABIII_English_221","Algeria",1,"not_free","ABIII"
"ABIII_English_222","Algeria",5,"do_not_know","ABIII"
"ABIII_English_223","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_224","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_225","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_226","Algeria",5,"do_not_know","ABIII"
"ABIII_English_227","Algeria",5,"do_not_know","ABIII"
"ABIII_English_228","Algeria",1,"not_free","ABIII"
"ABIII_English_229","Algeria",1,"not_free","ABIII"
"ABIII_English_230","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_231","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_232","Algeria",5,"do_not_know","ABIII"
"ABIII_English_233","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_234","Algeria",5,"do_not_know","ABIII"
"ABIII_English_235","Algeria",6,"declined","ABIII"
"ABIII_English_236","Algeria",5,"do_not_know","ABIII"
"ABIII_English_237","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_238","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_239","Algeria",1,"not_free","ABIII"
"ABIII_English_240","Algeria",1,"not_free","ABIII"
"ABIII_English_241","Algeria",5,"do_not_know","ABIII"
"ABIII_English_242","Algeria",5,"do_not_know","ABIII"
"ABIII_English_243","Algeria",5,"do_not_know","ABIII"
"ABIII_English_244","Algeria",1,"not_free","ABIII"
"ABIII_English_245","Algeria",1,"not_free","ABIII"
"ABIII_English_246","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_247","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_248","Algeria",5,"do_not_know","ABIII"
"ABIII_English_249","Algeria",5,"do_not_know","ABIII"
"ABIII_English_250","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_251","Algeria",5,"do_not_know","ABIII"
"ABIII_English_252","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_253","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_254","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_255","Algeria",5,"do_not_know","ABIII"
"ABIII_English_256","Algeria",5,"do_not_know","ABIII"
"ABIII_English_257","Algeria",5,"do_not_know","ABIII"
"ABIII_English_258","Algeria",5,"do_not_know","ABIII"
"ABIII_English_259","Algeria",5,"do_not_know","ABIII"
"ABIII_English_260","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_261","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_262","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_263","Algeria",5,"do_not_know","ABIII"
"ABIII_English_264","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_265","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_266","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_267","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_268","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_269","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_270","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_271","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_272","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_273","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_274","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_275","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_276","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_277","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_278","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_279","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_280","Algeria",5,"do_not_know","ABIII"
"ABIII_English_281","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_282","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_283","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_284","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_285","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_286","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_287","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_288","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_289","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_290","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_291","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_292","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_293","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_294","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_295","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_296","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_297","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_298","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_299","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_300","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_301","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_302","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_303","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_304","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_305","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_306","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_307","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_308","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_309","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_310","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_311","Algeria",5,"do_not_know","ABIII"
"ABIII_English_312","Algeria",5,"do_not_know","ABIII"
"ABIII_English_313","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_314","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_315","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_316","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_317","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_318","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_319","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_320","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_321","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_322","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_323","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_324","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_325","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_326","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_327","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_328","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_329","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_330","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_331","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_332","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_333","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_334","Algeria",5,"do_not_know","ABIII"
"ABIII_English_335","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_336","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_337","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_338","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_339","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_340","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_341","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_342","Algeria",5,"do_not_know","ABIII"
"ABIII_English_343","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_344","Algeria",5,"do_not_know","ABIII"
"ABIII_English_345","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_346","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_347","Algeria",5,"do_not_know","ABIII"
"ABIII_English_348","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_349","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_350","Algeria",5,"do_not_know","ABIII"
"ABIII_English_351","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_352","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_353","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_354","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_355","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_356","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_357","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_358","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_359","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_360","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_361","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_362","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_363","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_364","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_365","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_366","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_367","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_368","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_369","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_370","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_371","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_372","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_373","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_374","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_375","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_376","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_377","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_378","Algeria",5,"do_not_know","ABIII"
"ABIII_English_379","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_380","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_381","Algeria",5,"do_not_know","ABIII"
"ABIII_English_382","Algeria",5,"do_not_know","ABIII"
"ABIII_English_383","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_384","Algeria",5,"do_not_know","ABIII"
"ABIII_English_385","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_386","Algeria",5,"do_not_know","ABIII"
"ABIII_English_387","Algeria",5,"do_not_know","ABIII"
"ABIII_English_388","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_389","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_390","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_391","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_392","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_393","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_394","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_395","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_396","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_397","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_398","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_399","Algeria",5,"do_not_know","ABIII"
"ABIII_English_400","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_401","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_402","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_403","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_404","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_405","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_406","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_407","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_408","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_409","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_410","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_411","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_412","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_413","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_414","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_415","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_416","Algeria",5,"do_not_know","ABIII"
"ABIII_English_417","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_418","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_419","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_420","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_421","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_422","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_423","Algeria",2,"some_major_problems","ABIII"
"ABIII_English_424","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_425","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_426","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_427","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_428","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_429","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_430","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_431","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_432","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_433","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_434","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_435","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_436","Algeria",5,"do_not_know","ABIII"
"ABIII_English_437","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_438","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_439","Algeria",4,"free_and_fair","ABIII"
"ABIII_English_440","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_441","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_442","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_443","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_444","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_445","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_446","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_447","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_448","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_449","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_450","Algeria",3,"some_minor_problems","ABIII"
"ABIII_English_451","Algeria",3,"some_minor_problems","ABIII"
